topic_id,Count,Name,Representation,Representative_Docs
-1,160,outlier,"['landing', 'international', 'gear', 'runway', 'crew', 'part', 'passengers', 'captain', '14', 'airlines']","['On June 9, 2006, at 1806 mountain daylight time, a McDonnell Douglas MD-90-30, N907DA, operated by Delta Airlines as flight 1554, sustained minor damage when the aircraft experienced a brake fire during taxi following landing at Denver International Airport (DEN), Denver, Colorado.  Visual meteorological conditions prevailed at the time of the incident.  The scheduled domestic passenger flight was being operated under the provisions of Title 14 Code of Federal Regulations Part 121.  An instrument flight rules (instrument flight rules) flight plan had been filed.  The captain, first officer, one jump seat occupant, three flight attendants, and 148 passengers were uninjured.  The flight originated at Salt Lake City International Airport (SLC), Salt Lake City, Utah, at 1647.\r\n\r\nAccording to the crew\'s written statements, they had been advised by the previous crew that the left brake overheat light had illuminated on landing and that the brake temperature had reached approximately 650 degrees.  Maintenance personnel inspected the brakes, found no anomalies, and returned the airplane to service.  A maintenance logbook entry was made accordingly.  The left thrust reverser had also been placarded as inoperative.\r\n\r\nThe flight to Denver was uneventful and the first officer flew the airplane.  On approach to landing, she briefed the captain that she planned to make a flaps 40 landing with the auto brake system set to medium.  When the airplane touched down, the right thrust reverser was deployed and the auto brakes engaged.  The nose of the airplane pulled to the right due to asymmetrical reverse thrust.  Reverse thrust was reduced, the auto brakes were disengaged, and left rudder and minimal left braking were used to return the airplane to the runway centerline.  As the airplane slowed and turned off runway 35L, the crew noticed the left brake temperature began to rise rapidly.\r\n\r\nAs the airplane entered the ramp area, the left brake temperature warning light illuminated.  The first officer asked ramp tower personnel if there was any smoke coming from the left wheel well.  They replied, ""Negative.""  The captain stopped the aircraft short of the gate and requested the fire department to respond.  Shortly thereafter, the fuse plugs melted and both left tires deflated. The fire department arrived and applied foam to the landing gear.  The brake temperature gauge failed and the crew was not aware that there hade been a brake fire.  The fire department did not report the brake fire, but told the crew that the brake temperatures had reached as high as 1200 degrees Centigrade and had now cooled to below 200 degrees Centigrade.  In addition to the melted fuse plugs and deflated tires, paint on the left main landing gear was charred and blistered.\r\n\r\nThe aircraft\'s brake fluid (Skydrol) was analyzed and found to contain no contaminants.  Both DACMs (Dual Anti-Skid Control Modules) from the left brake assembly (s/n FEB03-0525 and FEB03-0527) were tested at Aircraft Braking Systems Corporation.  Both units met specifications for full dump system pressure, leakage, pressure drop, hydraulic fuse, and transient response time.  According to Delta Air Lines, the cause of the brake overheat and subsequent fire is unknown, and no further tests were planned.', 'On June 8, 2005, at 2137 eastern daylight time, a Saab 340A, N40SZ, operated by Shuttle America Corp. as United Express flight 7564, sustained minor damage during an emergency landing at Washington Dulles International Airport (IAD), Dulles, Virginia.  There were no injuries to the 3 crewmembers and 27 passengers.  Visual meteorological conditions prevailed for the flight that originated from Westchester County Airport (HPN), White Plains, New York.  An instrument flight rules flight plan was filed for the air carrier flight conducted under 14 CFR Part 121.\r\n\r\nAccording to the captain, the airplane was approaching IAD when the flightcrew attempted to extend the landing gear.  A yellow transit light cockpit indication was observed, which alerted the flightcrew that the right main landing gear had not fully extended and locked.  After ""recycling"" the landing gear, the flightcrew noted the same anomaly.  \r\n\r\nThe flightcrew advised air traffic control (air traffic control) of the problem, performed a missed approach, and climbed to 3,000 feet over the airport.  While circling the airport, the flightcrew performed all relevant checklists in the quick reference handbook (quick reference handbook); however, they could not correct the anomaly.  In addition, the flightcrew performed a low pass over the airport.  Ground personnel observed the gear extended, but could not confirm that it was locked in the fully extended position.  \r\n\r\nThe flightcrew also contacted their company twice to discuss the problem.  The decision was made to perform an emergency landing with the unsafe landing gear indication.  After completing the emergency checklist items in the quick reference handbook, the flightcrew performed an emergency landing on runway 19L.  During the landing, the right main landing gear slowly collapsed, and the airplane came to rest in a grassy area off the right side of the runway.  An emergency evacuation of the airplane was performed successfully, and no serious injuries were reported.  \r\n\r\nThe airplane was equipped with a cockpit voice recorder (CVR) and flight data recorder (flight data recorder), which were forwarded to  vehicle recorders laboratory for readout.  Data on the recorders confirmed the captain\'s statement.  \r\n\r\nComponents of the right main landing gear were examined at  materials laboratory.  The right main landing gear retract actuator fitting was secured with two fasteners, a smaller bolt (part number AIR 134736) and a larger bolt (part number AIR 124792).  The nut and cotter key were not recovered with the smaller bolt, and 8 of the 12 threads on the smaller bolt were stripped consistent with an overstress pulling of the nut away from the bolt.    \r\n\r\nThe larger bolt was bent and separated near the head, consistent with a tension and overstress separation as a result of the smaller bolt failure.  The overstress failures were consistent with the right main landing gear not locked in the extended position while aircraft weight was applied to it; however, examination of the right main landing gear down lock system could not determine any pre-impact mechanical malfunctions.  \r\n\r\nFurther, the right main landing gear retract actuator was subjected to x-ray computed tomography (CT) and digital scanning under the direction of .  The CT scan did not reveal any anomalies with the actuator.  The unit was then functionally tested at the manufacturer\'s facility, under the supervision of an FAA inspector.  The unit tested successfully, with no anomalies noted. \r\n\r\nThe airplane was maintained under a continuous airworthiness maintenance program, and had accumulated about 164 hours of operation since its last inspection, which was performed on April 30, 2005.', ""On December 6, 1999, at 1655 mountain standard time, a Boeing 767-232, N111DN, operated by Delta Air Lines, Inc., as flight 990, scheduled domestic passenger service from Salt Lake City, Utah, to Dallas-Fort Worth, Texas, sustained minor damage when the main landing gear retraction arm failed during initial climb immediately following takeoff from Salt Lake City International Airport, Salt Lake City, Utah.  There were no injuries to the airline transport certificated captain and first officer, a first officer riding in the jump seat, 6 flight attendants, and 76 passengers.  Visual meteorological conditions prevailed, and an instrument flight rules flight plan had been filed for the regularly scheduled domestic passenger flight being conducted under Title 14 CFR Part 121.  The flight was originating at the time of the incident.\r\n\r\nThe following is based on written statements submitted by the captain, check captain, and a deadheading first officer.  The captain had just received his Boeing 767 type rating, and this was his first initial operating experience (IOE) flight.  The crew heard a loud noise and felt a vibration when the landing gear was retracted after takeoff.  An emergency was declared, and the flight returned to Salt Lake City.  When the landing gear was lowered, the nose and right main landing gear DOWN AND LOCKED lights illuminated, but a GEAR UNSAFE light illuminated for the left main landing gear.  Following a low pass over the airport, maintenance personnel advised the landing gear appeared to be down and locked.  An uneventful landing was made at 1705, and the airplane was stopped on the runway.  Maintenance personnel informed the crew that the landing gear actuator had sheared and could not be pinned for towing.  Passengers were deplaned via mobile stairs and bused to the terminal.\r\n\r\nIt was discovered the main landing gear retract actuator (p/n 273T1104-3) had failed.  The part was shipped to the Boeing Airplane Company's metallurgical laboratory where, under FAA direction, it was examined.  According to the Boeing report, stress corrosion cracking had occurred through 75% of the piston, followed by ductile separation.  The corrosion had formed when a faulty fillet seal around the base of the rod end allowed moisture to enter the joint.  The retract actuator was an original part, but it was determined that it had previously been reworked.""]"
0,314,topic_0,"['turbulence', 'attendant', 'passenger', 'captain', 'crew', 'passengers', 'encountered', 'injured', 'feet', 'international']","['On December 20, 1996, approximately 1750 mountain standard time, a British Aerospace BAe 146-200A, N606AW, operated by Air Wisconsin Airlines Corporation, d/b/a United Express Flight 684, sustained no damage when it encountered severe turbulence 30 miles northeast of Denver, Colorado.  There were no injuries to the two cockpit crew members and 12 passengers, but two flight attendants sustained serious injuries.  Visual meteorological conditions prevailed, and an instrument flight rules flight plan had been filed for the scheduled domestic passenger flight conducted under Title 14 CFR Part 121.  The flight originated at Eagle, Colorado, on December 20, 1996, approximately 1730.\r\n\r\nThe flight had been cleared to descend from FL190 to 13,000 feet on the Thompson One Arrival into Denver.  According to the captain\'s statement, they encountered ""one sharp clear air turbulence jolt.  Duration was approximately 20 to 30 seconds with moderate turbulence the remainder.""  The airplane landed without further incident and as it was being taxied to the gate, a passenger contacted the cockpit crew via interphone to advise that both flight attendants had been injured.\r\n\r\nAccording to the first officer\'s statement, the airplane was passing 14,000 feet at 240 knots when speed increased to 270 knots, followed by a severe downdraft.  The airplane was ""displaced only in pitch, not roll.""  The turbulence encounter lasted approximately 10 to 15 seconds, followed thereafter by only occasional light turbulence.  A passenger then notified the crew via intercom that both flight attendants had been injured.  The airplane landed at Denver at 1805 and was met by paramedics who transported the injured flight attendants to a Denver General Hospital.\r\n\r\nThe flight attendant most seriously injured sustained a fractured pelvis, fractured collarbone, and two fractured ribs.  In her written statement, she said it had been a smooth flight.  She was walking forward to complete the passenger landing check when the airplane hit turbulence and she was thrown off her feet, striking the ceiling.\r\n\r\nThe other flight attendant suffered a fractured ankle.  In her written statement, she said the previous flight to Eagle had been routine with no significant weather and very little turbulence.  As the airplane began its descent into Denver, the FASTEN SEATBELT sign was illuminated as she and the other flight attendant made their pre-landing checks.  She stood to give the passengers instructions over the public address system while the other flight attendant walked through the cabin.  She did not recall the turbulence encounter.\r\n\r\nAccording to the Denver Air Route Traffic Control Center (air route traffic control center) and TRACON (terminal radar approach control), no turbulence warnings were issued to United Express flight 684 because they had not received any turbulence reports from other inbound flights.\r\n\r\nThe digital flight data recorder was removed from the airplane and shipped to \'s laboratory in Washington, DC, for readout and analysis.  According to the laboratory\'s report, ""the aircraft was descending through 14,000 feet when significant excursions in the aircraft\'s vertical and lateral acceleration occurred.  During this time the indicated airspeed increased from 272 to 284 knots.  Four seconds after the disruptions began the autopilot disconnected...  Immediately thereafter the aircraft\'s pitch increased about 8 degrees and the vertical acceleration spiked sharply going from a minimum 0f -.75 g\'s to a maximum of 2.37 g\'s in about one second.  These events were accompanied by a right roll of approximately 6 degrees, yet during this time the aircraft yawed to the left.  The airbrake was applied...and the aircraft began to decelerate.""', 'On August 5, 2012, about 0912 eastern daylight time, Republic Airlines, Inc.,(doing business as US Airways Express), flight 3133, an Embraer S.A. ERJ 170-200 LR, N134HQ, encountered turbulence while over the Atlantic Ocean near Hilton Head, South Carolina, during an en-route descent. There were no injuries to the airline transport rated captain or first officer, 2 flight attendants, or 71 passengers, while one passenger sustained serious injuries. The airplane which was not damaged was being operated under the provisions of 14 Code of Federal Regulations (CFR) Part 121 as a scheduled domestic passenger flight from Philadelphia International Airport (PHL), Philadelphia, Pennsylvania, to Jacksonville International Airport (JAX), Jacksonville, Florida. Instrument meteorological conditions prevailed at the altitude, and location of the turbulence, for the flight, which operated on an instrument flight rules (instrument flight rules) flight plan.\r\n\r\nAccording to a chronological summary of communications, the flight was cleared to takeoff at 0755, and proceeded towards the destination airport, during which, air traffic control (air traffic control) communications were transferred to several different facilities.\r\n\r\nThe captain stated that when the flight was near Charleston, South Carolina (while in contact with the Jacksonville Air Route Traffic Control Center (Jacksonville air route traffic control center)), they began descent from the cruise altitude. Knowing the weather was deteriorating ahead, he decided to turn on the seatbelt sign early for safety reasons. The “B” flight attendant who was in the back galley of the airplane later reported that after the seatbelt sign was turned on, he made, “…the seat belt announcement.”\r\n\r\nThe captain further reported that during the descent, the flight encountered what he described as a small pocket of light to moderate turbulence which lasted approximately 2 to 3 seconds, then smoothed out for most of the remainder of the flight, with some chop reported. About 1 minute after encountering the turbulence, one of the flight attendants contacted the flight deck and reported injury to one passenger who had gotten up after the seatbelt sign was illuminated and the seatbelt announcement was made. The captain made an announcement about the need to remain seated with seatbelts fastened, and called to the destination airport operations and requested medical equipment be standing by. According to the transcription of communications with Jacksonville air route traffic control center, there was no record that the pilot advised air traffic control of the turbulence encounter. The flight continued to the destination airport and landed without incident, where the injured passenger was transported to a local hospital for treatment of her injuries.\r\n\r\nA relative of the passenger who sustained the serious injury and who was travelling with her reported that a connecting flight prior to the accident flight was delayed, and after landing they were rushed to board the airplane for the accident flight. Before the turbulence encounter he reported hearing an announcement to fasten their seatbelts; however, the passenger believed this was because the flight was close to the destination airport, and not related to weather conditions. As such, the passenger who was injured left her seat and walked to the lavatory, where, while out of her seat, the flight encountered “…heavy turbulence which threw her to the floor”, resulting in her injuries. The relative of the injured passenger and a flight attendant moved her to another seat where she remained for landing.', 'On April 28, 1997, about 1330 eastern daylight time, a Boeing 737-200, N14245, encountered turbulence during the climb following takeoff from The William B. Hartsfield International Airport, Atlanta, Georgia. The airplane was operated as flight 1181, by Continental Airlines, Inc., under Title 14 CFR Part 121, and instrument flight rules. An instrument flight plan was filed for the scheduled, domestic, passenger flight. Instrument meteorological conditions prevailed at the time of the accident. There were serious injuries to one flight attendant, minor injuries to seven passengers, and no injuries to 70 passengers, two additional flight attendants, and the two airline transport pilots. The airplane was not damaged. The flight departed Atlanta, Georgia, about 1247, on the same day.\r\n\r\n\tAccording to the flight crew, the flight was deviating around what the captain described as a benign looking rain shower. While passing 24,000 feet at 280 knots, the airplane encountered three jolts of moderate to severe turbulence, for a total duration of 10 seconds. The seat belt sign was illuminated. A flight attendant, who was serving passengers, received a broken ankle during the turbulence.  Two passengers, who were seated at the time, complained of head and neck injuries. The flight crew declared a medical emergency, and they were given priority throughout the remainder of the flight.\r\n\r\n\tThe ""A"" flight attendant stated he and the ""C"" flight attendant were setting up the bar cart in the rear galley of the airplane.  When they encountered severe turbulence, the ""A"" flight attendant stated he was wedged between the bar cart and the wall, while the ""C"" flight attendant was not braced.  The ""C"" flight attendant  broke his ankle during the encounter.\r\n\r\n\tAccording to the ""B"" flight attendant, they were thirty or forty minutes out of Atlanta when they encountered unexpected turbulence.  She was in the forward galley, and was able to quickly secure herself in the forward jumpseat.   The seat belt sign was illuminated.\r\n\r\n\tAccording to the Inflight Manual supplied by Continental Airlines, the Captain should warn flight attendants of potential weather problems before departure.  Once inflight, flight attendants should initiate periodic updates from the Captain regarding weather conditions.  In the event of unexpected turbulence, a flight attendant should take the nearest seat, and wait for the Captain to advise when it is safe to resume cabin duties.  In the event of an expected encounter with turbulence, the Captain should make the seat belt sign announcement and instruct the cabin attendants to secure the cabin and galleys.  Flight attendants should then take their seats and fasten their seatbelts.\r\n\r\n\tNeither the cabin attendants or the flight crew indicated the flight crew made an announcement for the cabin crew to secure the cabin and take their seats.\r\n\r\n\tAccording to a weather report given to the crew members before departure, light to moderate turbulence below 24,000 feet was forecast in the area.  There was also a line of severe thunderstorms moving through Georgia and Florida at the time of the encounter.  It contained winds gusting to 50 knots, hail with a 1 inch diameter, and cloud tops above 45,000 feet.  The intensity and coverage of the thunderstorms was forecast to increase throughout the afternoon.']"
1,129,topic_1,"['tug', 'gate', 'runway', 'right', 'wing', 'crew', 'ground', 'captain', 'taxiway', 'driver']","['On May 28, 1999, about 1510 eastern daylight time, a Boeing 727, N282SC, operated by Sun Country Airlines, as flight 744, was substantially damaged when it\'s left wing struck a catering truck during pushback at the Washington Dulles International Airport, Sterling, Virginia.  The 3 flight crew members, 4 flight attendants, and 83 passengers were not injured.  The two occupants of the catering truck were also not injured.  Visual meteorological conditions prevailed and an instrument flight rules flight plan had been filed for the flight destined for the Minneapolis-St.Paul International Airport, Minneapolis, Minnesota.  The scheduled passenger flight was conducted under 14 CFR Part 121.\r\n\r\n\tThe airplane was parked on gate C-24, and was being pushed back by a United Airlines, Aviation Maintenance Technician.  The pushback was conducted as a ""one person pushback."" \r\n\r\n\tIn a written statement, the tug operator said he waited for an Airbus 320, to taxi to gate 26, and then began to pushback the airplane for a ""west taxi.""  He also stated that the airplane\'s rotating beacon was ""ON.""  The tug operator further stated:\r\n\r\n""...There were no ground equipment on my left.  All the service tugs were to my right.  I was particularly concerned about the fueling truck to my right.  I cleared all and was now about 125 to 150 feet into my push.  Since he was going for a west taxi I started to turn the nose wheel and I know I was on the right side of the aircraft.  By now my main wheels were approaching the edge of the service road, which in my experience is a sign that I was clear to taxi way.  I engaged the food truck and my tow bar sheared and I stopped.""\r\n\r\n\tIn a written statement, the catering truck operator said he had stopped the truck behind the left wing of the 727, while he waited for the Airbus to shut down it\'s engines.  ""My partner ...yelled, \'He\'s moving or something\' and instantly I tried to accelerate, but at the same time we were struck on the side and we were turning over...""\r\n\r\n\tRamp personnel in the area observed the airplane heading towards the parked catering truck, and attempted to alert the tug operator before the collision. \r\n\r\n\tAccording to a Federal Aviation Administration Inspector, the airplane\'s left wing struck the after section of the catering truck.  The catering truck then flipped over onto it\'s side.  The airplane\'s left aileron and left wing tip were damaged.\r\n\r\n\tAccording to airport personnel, the distance from the airplane\'s left wingtip when parked at the gate, to the north edge of the service road where the catering truck was parked, was about 75 feet.\r\n\r\n\tSubsequent to the accident, United Airlines revised the ""One Person Pushback"" procedures for the Boeing 727 and 737 aircraft to include a ""guide person.""  The responsibilities of the guide person included signaling the tug operator that the ramp is clear, and maintaining verbal or visual contact with the tug operator until the aircraft clears the gate envelope.', 'On June 28, 2008, about 1815 eastern daylight time, a Bombardier Inc. CL-600-2C10 (CRJ 700), N725PS, was being pushed back for taxi to takeoff, when it struck a standing Bombardier Inc. CL-600-2B19 (CRJ 200), N228PS, at the Charlotte-Douglas International Airport (CLT), Charlotte, North Carolina. Both airplanes were substantially damaged, and both flights were operated by PSA Airlines Inc., doing business as US Airways Express. There were no injuries to the 2 flight crewmembers, 2 flight attendants, and 60 passengers on board the CRJ 700, or the 2 flight crewmembers, 1 flight attendant, and 45 passengers on board the CRJ 200. Visual meteorological conditions prevailed, and instrument flight rules flight plans were filed for both flights, which were conducted under the provisions of 14 Code of Federal Regulations (CFR) Part 121.\r\n\r\nAccording to a representative from PSA Airlines Inc., due to lightning in the vicinity of CLT, ground crew members were not utilizing headsets. The CRJ 200 had completed the pushback process from gate E21, and was waiting for taxi clearance. The CRJ 700 was parked at gate E12, when it was cleared for pushback by ramp control. A wing walker was stationed at the left wing, in plain sight of the tug driver. The wing walker was aware of the CRJ 200, and when the pushback commenced, he believed that the tug driver was only going to pushback the airplane about 10 feet, just enough to trigger the aircraft communication addressing and reporting system (ACARS) ""out"" time. As the tug driver continued to push the airplane past 10 feet, the wing walker signaled the tug driver to stop. He continued to attempt to alert the tug driver; however, the tug driver did not observe the wing walker before the tail section of the CRJ 700, struck the tail section of the CRJ 200.\r\n\r\nThe empennages of both airplanes were substantially damaged.\r\n\r\nTwo other ground crew members stated that they observed the wing walker signaling the tug driver to stop as the tug driver continued to push the airplane. One of the ground crew members, who was working at gate E14 ran toward the tug driver and tried to get his attention. He stated that the tug driver was focused on the cockpit of the airplane and was directing the starting of the airplane\'s number 2 engine. \r\n\r\nThe tug driver stated that he began the pushback as normal and gave the flight crew the signal to start the number two engine. He was not aware that anything was wrong until he observed the ground crew member from gate E14.', 'On October 15, 1999, at 0918 hours mountain standard time, America West Flight 2433, an Airbus A320-231, N627AW, collided with a pedestrian walkway during pushback in Phoenix, Arizona.  The aircraft sustained substantial damage; however, none of the 89 passengers nor the 5 crewmembers were injured.  The aircraft was being operated by America West Airlines, Inc., as a scheduled domestic passenger flight under 14 CFR Part 121 when the accident occurred.  The airplane was originating as a nonstop flight to Tucson, Arizona.  Visual meteorological conditions prevailed at the time and an instrument flight rules flight plan was filed.\r\n\r\nAt each gate, America West has a mark painted on the ramp called the ""T.""  This ""T"" marking is the target point for each tug driver to place the nose wheel during pushback operations.\r\n\r\nThe captain reported that he was at gate A-2 when he received a clearance from ramp control that he was to push to the ""T"" and to advise when ready to taxi.  The captain read the clearance to the tug driver over the intercom.  The tug driver read back the clearance and began the pushback about 40 seconds later.  Approximately 10 feet before reaching the ""T,"" the aircraft\'s right horizontal stabilizer struck the pedestrian walkway that connects concourse A to concourse N-1.  The tug driver then reported to the captain that, ""I may have hit something.""  The captain made an announcement to the cabin about the nature of the problem and then received permission from ground safety supervisors to pull back to gate A-2.  \r\n\r\nThe first officer said he noted the pushback time as 0917 but was not listening to the captain or tug driver as they pushed back.\r\n\r\nAccording to statements from America West\'s new terminal project manager and the ramp control tower manager, during a 0845 conference call, the ramp coordinator advised the ramp 1 supervisor and team leads that pushbacks to the ""T"" at gate A-2 would resume as of that morning.  This procedure had been previously discontinued due to the construction of the new pedestrian walkway between concourses A and N-1 that did not allow sufficient clearance for the pushback.  The ramp 1 supervisor asked the ramp coordinator in the tower, as well as the A-2 team lead, for confirmation due to her concern over clearance between the airplanes and baggage carts and construction equipment that were in the vicinity.  The tower coordinator and board agent both reconfirmed that all gates on ramp 1 would push to the ""T"".\r\n\r\nOn the America West ramp, there is no voice communication capability between the crew chief at the gate, the tug driver, and the wing walkers.  According to statements of the involved ground personnel and nearby witnesses, the wing walkers were positioned in accordance with company procedures during the pushback.  When the aircraft was about 20 to 25 feet from the walkway, the right wing walker signaled the tug driver to stop the push.  The tug driver said he was focused on correctly positioning the nose wheel on the ""T"" and did not see the signal in time to stop the aircraft.  \r\n\r\nSafety Board investigators examined the ramp area and found that the completed walkway structure between the concourses had reduced the amount of ramp space to 94 feet 4 inches from the ""T"" to the walkway; the A321 airplane is 146 feet long from nose to tail.  According to the company\'s internal report on the event, the decision to resume the pushback to the ""T"" originated with the ACS project manager but should have been coordinated with ground operations safety supervisor prior to any operational changes being implemented.']"
2,70,topic_2,"['investigation', 'accident', 'information', 'state', 'accident investigation', 'accredited', 'accredited representative', 'engine', 'registration', 'annex']","['On 5 July, 2012, at approximately 1100 coordinated universal time, a SunExpress Deutschland  B737-800, registration D-ASXE, encountered turbulence during cruise between Gaziantep, Turkey, and Frankfurt, Germany.  Of the 86 passengers and crew onboard, one crew member received serious injuries and the airplane was not damaged.\r\n\r\nThe investigation is being conducted by German Federal Bureau of Aircraft Accidents Investigation (BFU). The  has appointed an Accredited Representative to assist the investigation under the provisions of ICAO Annex 13 as the State of Manufacture and Design of the airplane.\r\n\r\nAll inquiries should be directed to the BFU at:\r\n\r\nGerman Federal Bureau of Aircraft Accidents Investigation\r\nHermann-Blenk-Str. 16\r\n38108 Braunschweig\r\nGermany\r\n\r\nWebsite:', 'On September 3, 2012, at approximately 101 coordinated universal time time, a XL Airways B737-800, registration D-AXLF, while on a non-scheduled revenue flight from Koln to Bonn, Germany, reported smoke in the cockpit and in the cabin.  The flight landed safely and there were no injuries.\r\n\r\nThe investigation is being conducted by German Federal Bureau of Aircraft Accidents Investigation (BFU). The  has appointed an Accredited Representative to assist the investigation under the provisions of ICAO Annex 13 as the State of Manufacture and Design of the airplane.\r\n\r\nAll inquiries should be directed to the BFU at:\r\n\r\nGerman Federal Bureau of Aircraft Accidents Investigation\r\nHermann-Blenk-Str. 16\r\n38108 Braunschweig\r\nGermany\r\n \r\nWebsite:', 'On April 4, 2012, at approximately 0909 coordinated universal time, a RyanAir B737-800, registration EI-DAH, operated by RyanAir, experienced a loss of cabin pressure near Lagano, Switzerland, during a scheduled passenger flight between Bergamo, Italy and Nottingham, United Kingdom.  There was no damage to the aircraft and no serious injuries to the 6 crew and 121 passengers; 13 passengers reported minor injuries.\r\n\r\nThe investigation of the incident was delegated to the German Federal Bureau of Aircraft Accidents Investigation (BFU) by the Swiss Accident Investigation Board (SAIB).  The  has appointed an Accredited Representative to assist the investigation under the provisions of ICAO Annex 13 as the State of Manufacture and Design of the airplane.\r\n\r\nAll inquiries should be directed to:  \r\n\r\nGerman Federal Bureau of Aircraft Accidents Investigation\r\nHermann-Blenk-Str. 16\r\n38108 Braunschweig\r\nGermany\r\n \r\nWebsite:']"
